Author	Text	Location	Datetime
amarengo01	RT @pandeportes: Todos apoyemos a nuestros guerreros hoy ante Haití. !VIVA PANAMÁ! @pandeportes #Pandeportes https://t.co/VP3FoHK6A9	None	20:05:39 25/03/2016
IbarehimS	RT @ElGuardianDig: El @PRD_Panama_ se reunión con una delegación de la #RASD https://t.co/UdX157RPy9 #Sahara #Panamá https://t.co/IvFV7XFVfT	Western Sahara . boujdour	20:03:56 25/03/2016
Chief_TRIPPY7	RT @Swaggy12_: One of the funniest moments in Panama https://t.co/Yjv7SasT7F	None	02:04:33 26/03/2016
RDMaravilla	RT @elmarcadortv: "En Panamá solo me crítica la prensa, no la afición": 'Bolillo' Gómez. #ElMarcadorSele @rpctvpanama.	Panamá	02:25:32 26/03/2016
erickgq22	Sea como sea arriba Panamá vamos mi sele.	Ciudad pma	02:26:48 26/03/2016
panamanoticias	RT @EstrellaOnline: #Fútbol Haití y Panamá empatan 0-0 en clasificatorio de la Concacaf https://t.co/T2jrK6ASLV https://t.co/rHY9qwKkzo	Panamá	02:43:09 26/03/2016
DrakeMoffat	(2) Panama-Pacific Exposition  Issue Scott 399 Used See Scan. https://t.co/Lx6hFzPCpl https://t.co/C1BrSMqQoP	None	16:22:29 25/03/2016
EdgarRamirezWD	RT @IFFPanama: Hoy @edgarramirez25 está de cumpleaños. ¡Muchas felicidades! Cc @WebofEdgar #Panama #Actor https://t.co/ZTfnvrg0wQ	Germany / Ireland/ Venezuela	22:53:53 25/03/2016
SemperGaudens	RT jdixonsuarez: Confesiones en Alanje #ViernesSanto Mons. Jose Luis Cardenal Lacunza rmpanama aciprensa #Panama R… https://t.co/lsCuUJ9iiY	PANAMA	23:56:01 25/03/2016
arsv14	RT @pollanria: Con el respeto del día, pero también apoyando a mi #Panamá #VamosPanama en sintonía de @rpctvpanama desde #Guate https://t.c…	Chiriqui, Panama	23:58:54 25/03/2016
aulaclicks	Curso 18 modelos de innovación https://t.co/JvVlAj760Z #AulaVirtual #Capacitacion #Panama #PanamaCity #Curso #CursosOnline	None	18:15:37 26/03/2016
LissetteDuarte9	@AmandaIsabelD Venezolano d buena presencia, educado...llega a Panamá  buscando el futuro q su País le niega busca empleo,  puedes ayudar ?	None	18:27:47 26/03/2016
panama_invierte	Profesionales Sector Inmobiliario, PANAMÁ INVIERTE, TU PROPIEDAD EN MANOS DE PROFESIONALES. C -··▶ https://t.co/zvfHH3zNVx &gt; #Inmuebles	None	18:35:15 26/03/2016
horaenpanama	La hora en Panamá 12:30 PM, #Panama #PTY #Hora	Panama	17:30:01 26/03/2016
_reworld	panama trip really around the corner. im oh so ready.	Paradise	00:58:34 27/03/2016
Juank_Bes	RT @SomosLaSele: | #SomosLaSele | Los jugadores de 'La Sele' llegan al hotel de concentración previo al duelo con Haití en Panamá https://t…	Panama	01:09:38 27/03/2016
PanamaAmerica	#EconomiaPA Administrador del Canal de Panamá expondrá en WSF de Miami sobre expansión.https://t.co/qv8QU4DL4k https://t.co/dFhY8IQXzk	Panamá	01:35:05 27/03/2016
JahiroGG	Just posted a photo @ Boca Chica, Chiriqui, Panama https://t.co/gpwRRMj23r	Panama	01:39:20 27/03/2016
FamilyFirstPics	RT @MrDanielAntonio: first ever #snap ...with mi familia @mrdanielantonio is the handle #panama #familyfirst #love https://t.co/i1bvw20n9g	None	07:49:37 27/03/2016
friendlife4	RT @laparada507: BIOMETRICOS EN PANAMÁ #Panama #PTY https://t.co/1BIeAR4oCh https://t.co/307awT5JHs	None	11:16:14 27/03/2016
Publiventapty	Modelo: @Rotten_maro Sesion de fotos? Contactame (6044-9750) #modelgram #Model #Modeling #Panamacity #Panama #Black… https://t.co/VomUUMbQGX	Panamá	07:13:11 27/03/2016
friendlife4	RT @RicardYanelsi: @tvmaxpanama no se vería mucho el rendimiento de muchos jugadores en Panamá	None	09:16:02 27/03/2016
metropan222	RT @MACEAIDCOLOMBIA: When walls are whispering... #wall #whisper #panama #panamacity #vacations #pretty #landscape #view #amaizing #his… ht…	None	09:18:12 27/03/2016
SMajestuoso	Con la bandita chevere... Un rato en el callejón de Panamá disfrutandode Sonoraico y Sensación Caney	México D.F. Doctores	08:01:22 27/03/2016
PUNTA_PACIFICA	PANAMA REAL ESTATE Bahia del Golf. 175mts 3r 3.5b lb ac 2est $1750.00  House Hunters Panama	Panama City, Panama	14:37:34 26/03/2016
CecilefromMars	#promotion  Salon de jardin Panama à 179.90€ au lieu de 499.00€ (64% de #réduction): Le… https://t.co/UqcaX99XWU https://t.co/he8HWT1erH	None	14:41:16 26/03/2016
nackiyapershard	RT @ImThatJewel: The weather for Panama looks so awful I feel bad for everyone there	Fort Polk, Louisiana. 	19:18:12 26/03/2016
tmj_fl_health	#Healthcare #Job in #PanamaCity, FL: Dental Assistant (General Dentistry Practice) at Aspen Dental https://t.co/PvBseOHOlu #Jobs #Hiring	Florida	19:15:28 26/03/2016
TuEspacioVIP	@jose25_2016 Gracias por seguirnos! ahora visita https://t.co/hB7o0FSuhu y comparte Con nosotros lo mas #VIP de #Paraguana y #Panama	Venezuela	20:31:55 26/03/2016
dzelev	RT @leonardojreyes: My followers live in Ecuador (84%), Panama(3%)... Get your free map too: https://t.co/RvGPjbWjnK https://t.co/AvMxccyPJk	None	20:47:31 26/03/2016
DaveDolla513	Lol its only 60 in panama?	Ohio, USA	20:53:28 26/03/2016
VIPPanamaTours	Panama’s Most Popular Travel Destinations 2015 #Panama #Travel https://t.co/str0m13bQg https://t.co/7KcEPdfyvz	Panama	21:05:09 26/03/2016
jubiladosuc	RT NoticiasVenezue: Presidente de Panamá regañó a hombre que robó a turistas https://t.co/FY8zhyCDOK   https://t.co/t6zmNiAI1F	Valencia, Carabobo	21:15:51 26/03/2016
laparada507	Bocina portátil para teléfonos, tablet. Resiste agua #Panama #PTY https://t.co/hcBOx8tjVX https://t.co/DWRogQR19b	Panamá 	21:20:01 26/03/2016
chau_vonnie	RT @Coolio: Can't wait for my show in #panamacitybeach #florida on 2-20-16 at #club La Vela. Come check me out live #shakazulu https://t.co…	United States	21:21:01 26/03/2016
GJesusCastillo	RT @deportapitapty: @Ricardo27199214 @shebelut @ProfeGiraldo @GJesusCastillo @JCDefutbol en Panama nadie lo cuestiona asi en las conferenci…	Panamá	15:50:37 26/03/2016
__ifrazier	RT @DJJukeboxlive: When The Girls Send U The Room Number In Panama #PCB2k16 https://t.co/PBp9jI3GQq	deepinsomebody'sdaughter. 	16:33:45 26/03/2016
EJSUEPRAM	PANAMA REAL ESTATE Causeway Towers en Amador  House Hunters Panama	Alaska	16:22:49 26/03/2016
justcallmehill_	RT @_BigDaddyDOM_: House party tonight in Panama 💯   109 12th St Panama City Beach, FL  32413 United States	LSU	21:41:33 26/03/2016
ParrKatharyn	RT @Coolio: Can't wait for my show in #panamacitybeach #florida on 2-20-16 at #club La Vela. Come check me out live #shakazulu https://t.co…	None	21:47:28 26/03/2016
Luisart90809958	RT @trafficAIRPORT: via @Avior_OPS: Vuelo # 1230 procedente de Barcelona aterrizó en Panama a las 16:35 horas con una duración de vuelo de …	Anaco, Anzoátegui	21:56:53 26/03/2016
legalys	Si piensas #emigrar a #Panamá esto es algo que debes tener muy claro. Cuenta con los expertos en #asesoríamigratoria https://t.co/wCtLwpWxHT	Panamá - Venezuela	22:03:09 26/03/2016
caprilesruben00	#SabdoDeGanarSeguidores SiguemeYTeSigo #Venezuela #Colombia #Argentina #Peru #Panama #Mexico #Uruguay #Chile #Paraguay #Cuba #Brasil :-)w	Venezuela aragua	22:09:46 26/03/2016
AguaTransport	6 Ni este gobierno ni los que vendrán, podrán controlar las figuras con altos perfiles delictivos y Panamá, vivirá experiencias más crudas.	Aguadulce	21:48:21 26/03/2016
GoalsIncoming	@annlookMDP Haz pensado venir a Panamá?  (Yo te quiero en Panama :'v &lt;3) #LaMamaDeAnnResponde	Panamá 	21:52:20 26/03/2016
GamacheShelby	RT @Coolio: Can't wait for my show in #panamacitybeach #florida on 2-20-16 at #club La Vela. Come check me out live #shakazulu https://t.co…	United States	22:41:45 26/03/2016
sulsitodisimone	RT @ScalaMercalli: #ScalaMercalli alla scoperta del Canale di Panama (e di quello tutto cinese che vogliono far nascere in Nicaragua) https…	Busalletta (GE) Italy	22:42:31 26/03/2016
laparada507	Laptop Asus N56V #Panama #PTY https://t.co/V9nmG4pkDC https://t.co/mHs1pgPneg	Panamá 	23:10:01 26/03/2016
BurbankShaniqua	RT @Coolio: Can't wait for my show in #panamacitybeach #florida on 2-20-16 at #club La Vela. Come check me out live #shakazulu https://t.co…	United States	23:44:08 26/03/2016
metropan222	RT @MACEAIDCOLOMBIA: Si estas aqui en Panama, te invito a contactarme para ayudarte con esos kilos de mas que quieres quitarte..vamos!!… ht…	None	00:19:02 27/03/2016
Hannah_Granttt	s/o to the boys I just saw in walmart in panama thanks for blessing my eyes	None	00:34:34 27/03/2016
normayri13	RT @nve24com: Ampliación del Canal de Panamá se inaugurará en junio  https://t.co/70WNgQ2cVX	None	19:01:10 26/03/2016
egeraat	Boortje #panama https://t.co/DwEtM5zTB7	Panama	20:12:49 26/03/2016
WorldPTJobs	#PartTime : #Traffic Controller – General Laborer – Panama City, FL # - #FL #HR  #hiring #JobOpening #rtjobs  Apply: https://t.co/Vk4pKDWDk6	None	17:58:20 26/03/2016
Bear0950	RT @ATP_panama: La iglesia de San Francisco, Data de el S. XVII, y está ubicada en el Casco Antiguo #SemanaSantaPanama #VisitPanama https:/…	Panama	13:31:41 25/03/2016
Craken_MacCraic	Dolphin-watching laws ignored in Panama -paper by @AshleySitarBoca @lmaycollado #OA link: https://t.co/KJTQsFNkWy https://t.co/Rv8YxFvtPF	Far beneath in the abysmal sea	13:45:47 25/03/2016
savao	一時間半で更に移動。 @ Tocumen Intl Airport, Panama City, Panama https://t.co/uq9FwmtnTl	iPhone: 34.708323,135.497985	12:31:20 25/03/2016
juansuarez932	antoniojrv33: ForoCandanga: RT GNBoficial: NicolasMaduro Los humildes somos invisibles para la oligarquía #VictoriaEnPanama …	None	12:23:21 25/03/2016
ONEWKND	Sailing away.  #Florida #PBC #PanamaCityBeach  #ONEWKND https://t.co/FaVpTJgY40 https://t.co/c4FpuB3q2S	None	12:52:19 25/03/2016
knelo507	Y tan poderoso como las más devastadora de las armas #Pensamiento #Poderoso #FelizSemanaSanta #ViernesSanto #Panamá… https://t.co/5cBNY5VtQq	Ciudad de Panamá	12:56:26 25/03/2016
metropan21	RT @SijusaPty: Hoy es el Natalicio de Manuel Amador Guerrero (1833) el primer presidente constitucional de la República de  Panamá. https:/…	Panamá	13:19:18 25/03/2016
PUNTA_PACIFICA	PANAMA REAL ESTATE PLAZA EDISON, ELMARE, 110 m2 3 REC $1,400  House Hunters Panama	Panama City, Panama	09:01:33 25/03/2016
FavPanama	RT @AlvaritoPlicet: 🍕🍺🎮 @ Club de Golf de Panamá https://t.co/4dNbAneJyo	Panamá	09:01:15 25/03/2016
aviaglobal	Feria promoverá a Panamá como centro regional de aviación - La Nación Costa Rica https://t.co/EbIsb09dvk #Aviaglobal	El Mundo	09:18:04 25/03/2016
AbePulido	https://t.co/AEm7WlMChL, se estrena Hasta que la Muerte Nos Separe en @hastafilpana #enpanama https://t.co/ncF4sCaTsa	Caracas, venezuela	12:05:18 25/03/2016
patitascool03	RT @jennygilo: NO aceptamos injerencia imperialista queremos PAZ #VictoriaEnPanama #NuncaMasUn11 #GnbSomosGenteDePaz @GNBoficial http://t.c…	None	12:16:13 25/03/2016
hasankanli1	RT @tuncayopcin: Panama diktatörü, işlediği mali suçlardan dolayı, ülkesinde derdest edildi ve hapse atıldı. ABD yakaladı, ceza Verdi.	None	08:04:40 25/03/2016
JustinRangel	RT @DJJukeboxlive: When The Girls Send U The Room Number In Panama #PCB2k16 https://t.co/PBp9jI3GQq	None	08:07:35 25/03/2016
JulioSandoval54	RT @KasasPanama: Feliz Noche a Todos!  Que tengan un Buen Descanso! #FelizJueves #FelizNoche #Siguenos #Panama #JuevesDeGanarSeguidores	None	13:54:05 25/03/2016
ConzaElizabeth	Para Aquellos Que Están En Busca Un Préstamo, ¿Estás listo para cualquier investigación o de ···- https://t.co/RLs99WeUYv . #Panamá	None	13:50:43 25/03/2016
ramirolopez21	#viernessanto @ La Villa de Los Santos, Los Santos, Panamá https://t.co/5MczmRvYil	Panamá	14:51:47 25/03/2016
PriorNox	RT @ElNequeNoticias: Taxis piratas se toman el Fuerte San Lorenzo. "Creemos que se dirigen hasta Panamá", dijeron las autoridades.	Masa continental americana.	12:42:25 30/03/2016
MACEAIDCOLOMBIA	Feliz miércoles Azafranes, que pasen un día estupendo 🙋🏽🙋🏽🙋🏽🙋🏽 #azafran #azafranpanama #azafran_catering #todopara… https://t.co/TyX38nvU2y	Colombia	13:32:05 30/03/2016
ApacheCrewChief	Anoche el Sr @RonyVargasV tuiteo vulgaridades por el gol de Panama. Que clase de profesional es este Sr?  https://t.co/LbT9HQzMFc	Fort Bliss, TX	13:10:30 30/03/2016
Tamym22	RT @rarchibold: #BALONCESTO El español Joaquín Ruiz Lorente será el nuevo coach de la selección mayor de baloncesto de #Panamá. https://t.c…	Panamá	00:55:45 30/03/2016
RTnoticiasPTY	RT prensacom: Ufffff arriba del arco el disparo de Blas Pérez al minuto 17. #VamosPanama	Panamá	01:54:48 30/03/2016
LElkan	RT @SwissMetalAsset: Buy #Gold and Store it Securely in the #Panama Pacifico Free Zone. https://t.co/m41Qf3Dryu	Florida, USA	01:52:46 30/03/2016
31ALEJANDRA	RT @BeisHerrerano: Ya no hay invictos! HERRERA vence a Panamá Oeste #ArribaHerrera  @RTChitre  #BéisbolMayor2016 https://t.co/mKwzbx0GCR	Panamá ♡♥★♣	04:07:28 30/03/2016
MagdielThomas	gano panama en un dificil partido	Chiriqui, puerto armuelles 	03:26:14 30/03/2016
xavier_zamora_	RT @LOCOXELFUTTBOL: CONCACAF || Eliminatoria Mundialista || Final》Panamá 1 (Baloy) Haití 0 https://t.co/xcNl9R43Gj	None	03:26:01 30/03/2016
mundo_electoral	Todo iba bien, ganó Panamá pero el Bolillo se embolilló con la prensa en la conferencia. Agarre rumbo señor... https://t.co/EZpMVLhrDV	ciudad de Panamá	04:02:12 30/03/2016
gruponayib	@salazarcarlitos victoria testicular la de Panamá, de fútbol vi poco. Los puntos son buenos a pesar de todo.	Tel.254-2681/Fax 254-2688	03:34:20 30/03/2016
PilNuk09	Y si le cambiamos el nombre a Panamá y le ponemos República Omar Torrijos Herrera o Tratado Torrijos Carter?	None	03:31:44 30/03/2016
anahei09	RT @Traficologo: Y Panamá gana 1-0 ante Haití. Logra 7 puntos. El Hexagonal a la vista	Panamá	03:29:51 30/03/2016
_ndfsolis	RT @tvmaxpanama: Aquí le revivimos el gol de Felipe Baloy, el gol que tiene ganando a Panamá #SomosLaSele https://t.co/dBQD9R1JOD	507	03:51:05 30/03/2016
_ndfsolis	RT @Diario_Pro: Eliminatorias #Panamá 1-0 #Haiti - ¡FINAL! Victoria con gol de Felipe Baloy @pinbaloy23 de cabeza al 80'. https://t.co/pOXb…	507	03:52:20 30/03/2016
YadysMaribel	RT @JuanpiDolande: Bolillo Gómez: El producto de Panamá a nivel internacional es bueno, pero en Panamá la prensa lo ve malo.	Panama City, Panama	03:57:22 30/03/2016
dadt93	RT @MYMLuisFer: Jiménez en Selección, sigue viviendo de su gol a Panamá.	México	04:41:56 30/03/2016
albiscarrasco11	RT @tvmaxpanama: FINAL  MI SELE con triunfo importante. Viva mi Panamá.  DALE un RT por este triunfo #SomosLaSele https://t.co/2FdQ60CEui	Sextor este	05:10:27 30/03/2016
Lostchildfla	RT @souljaboy: If you in Panama City Florida pull up tonight I'm performing at 10pm 8813 Thomas Dr Panama City, FL  32408 United States Clu…	Gunshine state FLA	04:54:10 30/03/2016
Eufemia2010	RT @ProfeChiflado_1: Guardia Costera de USA Captura submarino con 5 mil kilos de cocaína a 300 millas de la costa de Panamá https://t.co/dH…	Venezuela	01:13:39 30/03/2016
josem2710	#vamospanama 0 - 0	Panamá	02:03:21 30/03/2016
ApacheCrewChief	Ningun 50, no vengas con payasadas que la pena maxima por asesinato en Panama e 20 años. Cambia pena y habla! https://t.co/IXXrgD6e4x	Fort Bliss, TX	02:05:41 30/03/2016
rpctvpanama	Min34. Panamá 0 - 0 Haití. ¿Dónde están los goles? #VamosPanama https://t.co/xRKDAu6aI3	Panamá	02:06:28 30/03/2016
AcuarelaAriana	RT @lizardo_jesus: #29Mar OTRO CARGAMENTO DE DROGA! Capturan submarino con 5 mil kilos de cocaína a 300 millas de la costa de Panamá https:…	En Tierra de Libertades	01:23:21 30/03/2016
metropan21	RT @Aimeesita0505: Encantada con mis #uñas. Por adlsalonpanama. #uniqueNails #nailart #mujeresPanama #PTY #NailsPTY… https://t.co/dQz4R3xOp5	Panamá	01:25:22 30/03/2016
MAEAgency	Alex Jr. Christian starting for Haiti in WCQ vs Panama...0-0 in Panama in 40th min	New Jersey/New York	02:19:53 30/03/2016
Reydelwifi	RT @fabio_sk8punk: Si Panamá gana, hago pacto con el diablo	Panama	02:19:43 30/03/2016
GuillenCarlosV	RT @Diario_Pro: Eliminatorias #Panamá 0-0 #Haiti - ¡Inicia el segundo tiempo! #VamosPanamá	Panamá	02:36:04 30/03/2016
mikaelaaaaas	RT @Renaaaeeee__: I'm so ready to get the hell out of Panama City.	None	02:46:49 30/03/2016
Tania_Fernandez	RT @prensacom: Baloy pone a ganar a #Panama al minuto 80.	Panamá	03:12:03 30/03/2016
caribbeanfooty	80' Goal Panama. Haiti have played so well for 80 minutes, but Panama grab the lead as Felipe Baloy heads in from a corner, 1-0 Panama	Chicago	03:12:40 30/03/2016
CirSeguros_	Like si apoyas a la selecta de corazón #panama #pty #sele #selecya #seguros #haití #seguridad… https://t.co/uRROmpzd6l	Panamá	03:17:26 30/03/2016
UmuttErdogan	Panama haiti maçında çok ilginç şeyler oluyor.Panama öndeyken bir gol daha attı,gol ofsayttı,hakem vermedi.Panamalılar sahaya biton şey attı	Barcelona / Ízmir / Dersim	03:21:28 30/03/2016
Giizlaine	RT @tvmaxpanama: Goool anulado a Tejada// Min 85. Panamá 1-0 Haití #SomosLaSele	PTY 	03:16:08 30/03/2016
victorferry13	@TiempodeCAI Mucha suerte él y mucha suerte Panamá...la necesitarán.	Aragón	10:59:08 30/03/2016
Edward733	#Cambodia #Laos #Bangladesh #Tadschikistan #Kuwait #UAE #Bahrain #Qatar #Panama #Algeria #Ecuador #Butane #WeAreOne #こんばんは ♡相甲	ღ✧ Japan ✧ღ ❀Google♡Chrome❀	11:12:28 30/03/2016
NunesXiomara	RT @la_patilla: Así capturaron a un NarcoSubmarino en la costa de Panamá (Video)    https://t.co/Cl7hDQlH8w	None	12:07:23 30/03/2016
29Natha	RT @Diario_Pro: "Bolillo" Gómez: "El producto de Panamá es bueno; en prensa internacional es bueno, pero en prensa nacional no les gusta"	Panamá	04:01:53 30/03/2016
MRTupaUNESRBna	RT @MJP_Revolucion: Compañeros del @FER29Pma nos informan que la Compañera está en Panamá. Se presentarán las denuncias correspondientes ht…	Barcelona, Anzoátegui	21:59:07 29/03/2016
tmj_fl_vets	Want to work in #PanamaCity, FL? View our latest opening: https://t.co/UovqfZJQdJ #Engineering #Veterans #Job #Jobs #Hiring #CareerArc	Florida Non-Metro	21:51:12 29/03/2016
TheRealAlvarito	RT @VitaPedroESPN: Me dice @ninomangravita que en la calle hay más playeras de #Colombia que de #Panama. Es cierto. Panas, hoy a la noche v…	Panama	21:51:53 29/03/2016
Ms3Amores	RT @AscensoLPF: La liga se pone la camiseta de la selección, vayamos todos al Rommel Fernández a apoyar a Panamá. https://t.co/BQ9IVpW282	None	23:26:10 29/03/2016
PanamaIntShop	Catalogo mas completo lo encuentras en nuestro facebook #PANAMAINTSHOP https://t.co/H9MkPQ2Ozv	Solo estamos en la web	00:29:03 30/03/2016
mariacorina257	RT @la_patilla: Así capturaron a un NarcoSubmarino en la costa de Panamá (Video) https://t.co/08PkJIJclg	Bruselas	23:08:06 29/03/2016
